Temperature,Pressure,Humidity,X,Y,Z,label
36,991,58,0,0,1,0
34,899,49,0,0,1,0
28,1071,81,0,0,1,0
32,837,74,0,0,1,0
35,1096,88,0,0,1,0
33,1079,85,0,0,1,0
24,853,79,0,0,1,0
29,856,80,0,0,1,0
39,871,55,0,0,1,0
26,958,87,0,0,1,0
32,982,73,0,0,1,0
21,969,89,0,0,1,0
27,1018,87,0,0,1,0
37,1034,84,0,0,1,0
39,880,87,0,0,1,0
37,858,66,0,0,1,0
22,865,81,0,0,1,0
29,999,84,0,0,1,0
38,813,56,0,0,1,0
39,840,61,0,0,1,0
36,876,81,0,0,1,0
20,875,43,0,0,1,0
21,826,80,0,0,1,0
36,831,83,0,0,1,0
39,913,49,0,0,1,0
29,1052,43,0,0,1,0
39,991,67,0,0,1,0
21,1047,60,0,0,1,0
28,948,33,0,0,1,0
25,974,60,0,0,1,0
36,1026,80,0,0,1,0
20,1069,50,0,0,1,0
36,1098,47,0,0,1,0
38,1066,45,0,0,1,0
27,1043,83,0,0,1,0
36,1089,86,0,0,1,0
33,874,36,0,0,1,0
27,1030,57,0,0,1,0
21,1029,76,0,0,1,0
33,960,60,0,0,1,0
25,896,50,0,0,1,0
36,907,84,0,0,1,0
39,940,73,0,0,1,0
37,1004,87,0,0,1,0
29,821,59,0,0,1,0
24,1021,75,0,0,1,0
35,852,30,0,0,1,0
36,1057,31,0,0,1,0
31,908,86,0,0,1,0
31,838,85,0,0,1,0
28,948,84,0,0,1,0
31,1041,56,0,0,1,0
22,869,34,0,0,1,0
38,838,30,0,0,1,0
20,832,35,0,0,1,0
38,1064,86,0,0,1,0
33,841,87,0,0,1,0
20,830,36,0,0,1,0
37,1075,54,0,0,1,0
22,863,84,0,0,1,0
26,969,83,0,0,1,0
32,995,60,0,0,1,0
36,1073,86,0,0,1,0
26,811,35,0,0,1,0
29,1038,84,0,0,1,0
24,1062,86,0,0,1,0
35,970,54,0,0,1,0
20,866,36,0,0,1,0
21,835,72,0,0,1,0
23,1057,86,0,0,1,0
39,974,84,0,0,1,0
38,847,81,0,0,1,0
33,1072,40,0,0,1,0
20,888,84,0,0,1,0
35,847,83,0,0,1,0
28,917,70,0,0,1,0
39,993,64,0,0,1,0
25,848,86,0,0,1,0
37,975,71,0,0,1,0
29,1066,46,0,0,1,0
29,887,86,0,0,1,0
28,823,88,0,0,1,0
22,1089,88,0,0,1,0
38,888,37,0,0,1,0
20,909,71,0,0,1,0
29,850,88,0,0,1,0
21,1005,75,0,0,1,0
39,960,37,0,0,1,0
22,945,52,0,0,1,0
33,922,85,0,0,1,0
32,821,49,0,0,1,0
23,819,44,0,0,1,0
30,1055,53,0,0,1,0
25,930,88,0,0,1,0
21,987,85,0,0,1,0
24,842,84,0,0,1,0
39,986,65,0,0,1,0
27,1023,42,0,0,1,0
29,869,36,0,0,1,0
20,876,84,0,0,1,0
35,1089,65,0,0,1,0
32,1027,74,0,0,1,0
32,900,35,0,0,1,0
31,832,50,0,0,1,0
27,926,49,0,0,1,0
33,807,82,0,0,1,0
24,844,42,0,0,1,0
24,837,30,0,0,1,0
22,878,81,0,0,1,0
22,867,54,0,0,1,0
29,1093,67,0,0,1,0
35,889,59,0,0,1,0
32,982,56,0,0,1,0
31,810,85,0,0,1,0
25,1000,56,0,0,1,0
24,1027,41,0,0,1,0
32,800,81,0,0,1,0
29,809,44,0,0,1,0
39,1006,82,0,0,1,0
26,808,56,0,0,1,0
29,1094,33,0,0,1,0
28,882,35,0,0,1,0
32,854,87,0,0,1,0
38,840,89,0,0,1,0
36,1070,34,0,0,1,0
28,952,83,0,0,1,0
29,827,74,0,0,1,0
29,836,89,0,0,1,0
35,1071,86,0,0,1,0
24,854,62,0,0,1,0
32,900,83,0,0,1,0
20,863,80,0,0,1,0
36,849,36,0,0,1,0
35,988,83,0,0,1,0
27,1082,86,0,0,1,0
35,896,85,0,0,1,0
30,980,73,0,0,1,0
26,982,57,0,0,1,0
22,922,86,0,0,1,0
36,823,44,0,0,1,0
31,805,71,0,0,1,0
31,817,49,0,0,1,0
22,894,72,0,0,1,0
21,950,74,0,0,1,0
26,1007,75,0,0,1,0
38,1084,82,0,0,1,0
33,847,76,0,0,1,0
31,994,86,0,0,1,0
22,805,53,0,0,1,0
22,1013,81,0,0,1,0
35,1046,40,0,0,1,0
22,1079,87,0,0,1,0
30,814,63,0,0,1,0
34,922,82,0,0,1,0
24,1034,75,0,0,1,0
24,820,73,0,0,1,0
35,836,54,0,0,1,0
24,804,89,0,0,1,0
25,875,48,0,0,1,0
23,808,49,0,0,1,0
27,824,81,0,0,1,0
33,800,47,0,0,1,0
26,965,76,0,0,1,0
21,874,37,0,0,1,0
21,1053,83,0,0,1,0
35,804,88,0,0,1,0
25,880,89,0,0,1,0
31,1022,84,0,0,1,0
29,1081,53,0,0,1,0
34,881,37,0,0,1,0
38,812,73,0,0,1,0
29,1048,40,0,0,1,0
37,814,34,0,0,1,0
25,938,69,0,0,1,0
34,873,32,0,0,1,0
31,842,36,0,0,1,0
24,848,59,0,0,1,0
34,904,82,0,0,1,0
20,963,88,0,0,1,0
21,954,83,0,0,1,0
34,838,38,0,0,1,0
34,947,86,0,0,1,0
23,830,84,0,0,1,0
32,857,43,0,0,1,0
35,1016,52,0,0,1,0
27,942,84,0,0,1,0
38,880,87,0,0,1,0
33,1005,43,0,0,1,0
34,832,72,0,0,1,0
27,824,86,0,0,1,0
28,815,76,0,0,1,0
35,982,81,0,0,1,0
34,856,87,0,0,1,0
36,838,87,0,0,1,0
30,885,47,0,0,1,0
34,1092,78,0,0,1,0
22,844,44,0,0,1,0
29,963,64,0,0,1,0
22,825,79,0,0,1,0
35,877,81,0,0,1,0
37,997,89,0,0,1,0
28,841,78,0,0,1,0
21,882,39,0,0,1,0
35,886,88,0,0,1,0
20,806,82,0,0,1,0
22,816,57,0,0,1,0
30,857,84,0,0,1,0
21,1058,82,0,0,1,0
28,851,81,0,0,1,0
36,886,85,0,0,1,0
23,893,67,0,0,1,0
33,902,48,0,0,1,0
32,907,80,0,0,1,0
22,816,41,0,0,1,0
23,803,85,0,0,1,0
33,888,55,0,0,1,0
28,823,39,0,0,1,0
23,895,66,0,0,1,0
31,1042,81,0,0,1,0
26,834,72,0,0,1,0
30,897,30,0,0,1,0
25,853,71,0,0,1,0
31,820,89,0,0,1,0
21,841,32,0,0,1,0
27,826,85,0,0,1,0
28,870,73,0,0,1,0
25,1018,86,0,0,1,0
24,951,80,0,0,1,0
25,825,82,0,0,1,0
21,847,40,0,0,1,0
20,831,83,0,0,1,0
26,1031,56,0,0,1,0
39,1005,63,0,0,1,0
38,817,81,0,0,1,0
28,814,72,0,0,1,0
36,975,32,0,0,1,0
27,862,80,0,0,1,0
26,1087,39,0,0,1,0
22,1034,71,0,0,1,0
33,1088,87,0,0,1,0
28,866,83,0,0,1,0
29,998,64,0,0,1,0
34,909,37,0,0,1,0
21,878,45,0,0,1,0
37,929,40,0,0,1,0
21,842,53,0,0,1,0
37,859,43,0,0,1,0
21,966,82,0,0,1,0
39,894,72,0,0,1,0
23,803,73,0,0,1,0
31,868,80,0,0,1,0
21,888,66,0,0,1,0
24,855,72,0,0,1,0
23,895,59,0,0,1,0
37,1049,65,0,0,1,0
33,962,84,0,0,1,0
39,951,72,0,0,1,0
26,847,87,0,0,1,0
22,860,87,0,0,1,0
37,1028,80,0,0,1,0
22,862,66,0,0,1,0
30,1092,59,0,0,1,0
36,871,81,0,0,1,0
23,961,83,0,0,1,0
35,819,81,0,0,1,0
24,904,87,0,0,1,0
37,1005,80,0,0,1,0
36,1018,85,0,0,1,0
23,1032,50,0,0,1,0
22,804,31,0,0,1,0
38,932,74,0,0,1,0
25,813,89,0,0,1,0
22,1053,77,0,0,1,0
20,850,40,0,0,1,0
38,841,38,0,0,1,0
20,993,42,0,0,1,0
27,968,88,0,0,1,0
24,955,77,0,0,1,0
28,1001,80,0,0,1,0
21,1028,82,0,0,1,0
33,959,80,0,0,1,0
38,931,80,0,0,1,0
36,857,83,0,0,1,0
38,912,58,0,0,1,0
34,1090,78,0,0,1,0
26,1034,77,0,0,1,0
21,827,82,0,0,1,0
29,894,84,0,0,1,0
37,870,84,0,0,1,0
32,873,60,0,0,1,0
37,965,87,0,0,1,0
25,884,87,0,0,1,0
39,1024,53,0,0,1,0
20,814,49,0,0,1,0
26,946,89,0,0,1,0
38,874,72,0,0,1,0
33,1012,88,0,0,1,0
24,950,86,0,0,1,0
21,877,87,0,0,1,0
22,864,80,0,0,1,0
22,920,89,0,0,1,0
27,884,82,0,0,1,0
38,987,44,0,0,1,0
33,930,46,0,0,1,0
28,994,63,0,0,1,0
22,934,60,0,0,1,0
33,941,79,0,0,1,0
23,850,65,0,0,1,0
31,954,86,0,0,1,0
25,810,46,0,0,1,0
24,825,63,0,0,1,0
29,837,88,0,0,1,0
39,851,49,0,0,1,0
30,827,85,0,0,1,0
31,820,82,0,0,1,0
22,811,89,0,0,1,0
25,919,32,0,0,1,0
28,1007,81,0,0,1,0
28,840,36,0,0,1,0
28,828,88,0,0,1,0
21,1037,87,0,0,1,0
26,852,53,0,0,1,0
28,808,55,0,0,1,0
29,944,89,0,0,1,0
36,1066,75,0,0,1,0
21,818,86,0,0,1,0
26,1033,82,0,0,1,0
37,807,33,0,0,1,0
26,845,85,0,0,1,0
27,1021,54,0,0,1,0
38,1044,86,0,0,1,0
37,840,78,0,0,1,0
20,1028,84,0,0,1,0
34,844,60,0,0,1,0
35,866,87,0,0,1,0
33,831,89,0,0,1,0
34,858,86,0,0,1,0
20,1066,71,0,0,1,0
22,886,85,0,0,1,0
34,885,43,0,0,1,0
21,806,85,0,0,1,0
29,832,85,0,0,1,0
24,1021,60,0,0,1,0
31,820,88,0,0,1,0
35,875,68,0,0,1,0
36,883,85,0,0,1,0
23,892,37,0,0,1,0
38,870,89,0,0,1,0
31,849,63,0,0,1,0
39,873,84,0,0,1,0
26,1003,35,0,0,1,0
38,918,49,0,0,1,0
36,1034,75,0,0,1,0
25,841,41,0,0,1,0
24,1038,86,0,0,1,0
34,1039,89,0,0,1,0
20,1091,34,0,0,1,0
22,821,31,0,0,1,0
37,883,54,0,0,1,0
20,1067,70,0,0,1,0
30,966,81,0,0,1,0
22,1035,85,0,0,1,0
34,828,83,0,0,1,0
21,1002,79,0,0,1,0
28,844,66,0,0,1,0
24,814,56,0,0,1,0
38,1096,43,0,0,1,0
28,807,40,0,0,1,0
27,839,86,0,0,1,0
34,802,87,0,0,1,0
20,983,81,0,0,1,0
34,1000,85,0,0,1,0
35,1032,84,0,0,1,0
28,989,35,0,0,1,0
24,878,41,0,0,1,0
39,1068,86,0,0,1,0
30,1047,43,0,0,1,0
35,945,32,0,0,1,0
30,934,71,0,0,1,0
25,835,33,0,0,1,0
29,927,84,0,0,1,0
32,946,78,0,0,1,0
32,1049,89,0,0,1,0
29,1024,50,0,0,1,0
37,948,53,0,0,1,0
24,833,75,0,0,1,0
24,805,75,0,0,1,0
23,913,80,0,0,1,0
36,1061,89,0,0,1,0
21,823,63,0,0,1,0
21,999,34,0,0,1,0
28,817,82,0,0,1,0
24,889,81,0,0,1,0
28,871,88,0,0,1,0
22,958,54,0,0,1,0
20,828,35,0,0,1,0
21,925,89,0,0,1,0
30,870,82,0,0,1,0
29,867,70,0,0,1,0
30,939,66,0,0,1,0
24,1096,72,0,0,1,0
27,829,60,0,0,1,0
23,870,37,0,0,1,0
36,815,57,0,0,1,0
21,887,86,0,0,1,0
31,803,33,0,0,1,0
31,874,53,0,0,1,0
26,831,41,0,0,1,0
24,955,85,0,0,1,0
21,927,81,0,0,1,0
31,1093,85,0,0,1,0
29,1037,77,0,0,1,0
23,847,34,0,0,1,0
32,857,76,0,0,1,0
31,1086,85,0,0,1,0
27,814,42,0,0,1,0
25,1025,84,0,0,1,0
21,867,85,0,0,1,0
23,868,84,0,0,1,0
22,879,87,0,0,1,0
29,1054,44,0,0,1,0
35,982,89,0,0,1,0
36,914,76,0,0,1,0
27,1020,88,0,0,1,0
21,1003,63,0,0,1,0
28,866,89,0,0,1,0
28,883,89,0,0,1,0
30,806,43,0,0,1,0
27,805,88,0,0,1,0
38,982,36,0,0,1,0
34,801,87,0,0,1,0
25,892,34,0,0,1,0
22,872,87,0,0,1,0
30,924,42,0,0,1,0
21,928,44,0,0,1,0
22,825,84,0,0,1,0
39,898,38,0,0,1,0
35,879,73,0,0,1,0
29,862,71,0,0,1,0
37,857,82,0,0,1,0
28,801,88,0,0,1,0
31,995,89,0,0,1,0
24,900,86,0,0,1,0
33,1063,87,0,0,1,0
38,864,36,0,0,1,0
38,982,41,0,0,1,0
20,1088,70,0,0,1,0
33,933,80,0,0,1,0
29,897,74,0,0,1,0
24,991,32,0,0,1,0
22,949,44,0,0,1,0
33,863,64,0,0,1,0
28,894,55,0,0,1,0
20,1071,71,0,0,1,0
34,1086,87,0,0,1,0
36,835,57,0,0,1,0
27,890,82,0,0,1,0
34,983,63,0,0,1,0
37,1056,50,0,0,1,0
32,922,56,0,0,1,0
39,1063,69,0,0,1,0
35,991,86,0,0,1,0
37,1067,37,0,0,1,0
21,844,66,0,0,1,0
30,944,86,0,0,1,0
39,814,81,0,0,1,0
32,1029,85,0,0,1,0
22,830,49,0,0,1,0
24,913,66,0,0,1,0
22,1000,50,0,0,1,0
39,826,64,0,0,1,0
26,942,62,0,0,1,0
22,837,55,0,0,1,0
34,806,83,0,0,1,0
31,885,68,0,0,1,0
39,1014,83,0,0,1,0
35,1029,81,0,0,1,0
22,1086,80,0,0,1,0
27,800,55,0,0,1,0
36,922,63,0,0,1,0
35,846,55,0,0,1,0
26,875,89,0,0,1,0
39,852,83,0,0,1,0
34,942,89,0,0,1,0
24,1087,30,0,0,1,0
28,1000,63,0,0,1,0
21,842,75,0,0,1,0
30,879,83,0,0,1,0
26,826,80,0,0,1,0
21,1083,47,0,0,1,0
30,1054,45,0,0,1,0
23,1079,43,0,0,1,0
25,1074,77,0,0,1,0
34,1052,52,0,0,1,0
28,1094,80,0,0,1,0
36,983,51,0,0,1,0
37,877,88,0,0,1,0
21,827,40,0,0,1,0
27,881,84,0,0,1,0
28,997,43,0,0,1,0
20,837,49,0,0,1,0
37,1089,89,0,0,1,0
32,986,32,0,0,1,0
38,1015,88,0,0,1,0
38,1080,80,0,0,1,0
33,975,87,0,0,1,0
29,859,65,0,0,1,0
37,1071,89,0,0,1,0
32,987,31,0,0,1,0
27,922,81,0,0,1,0
20,1089,84,0,0,1,0
31,978,82,0,0,1,0
25,1083,85,0,0,1,0
22,1049,72,0,0,1,0
28,832,75,0,0,1,0
24,901,87,0,0,1,0
22,853,84,0,0,1,0
37,1014,68,0,0,1,0
23,806,83,0,0,1,0
29,1091,84,0,0,1,0
34,822,83,0,0,1,0
39,831,51,0,0,1,0
21,895,82,0,0,1,0
39,839,84,0,0,1,0
23,937,81,0,0,1,0
31,1015,47,0,0,1,0
20,843,82,0,0,1,0
33,952,80,0,0,1,0
34,977,68,0,0,1,0
31,831,76,0,0,1,0
36,968,73,0,0,1,0
34,841,83,0,0,1,0
26,811,49,0,0,1,0
31,801,37,0,0,1,0
22,807,56,0,0,1,0
39,858,83,0,0,1,0
36,993,88,0,0,1,0
39,863,84,0,0,1,0
34,1042,85,0,0,1,0
20,950,87,0,0,1,0
38,1084,80,0,0,1,0
22,812,89,0,0,1,0
32,1089,88,0,0,1,0
31,879,84,0,0,1,0
20,804,66,0,0,1,0
35,970,81,0,0,1,0
28,941,89,0,0,1,0
31,1044,52,0,0,1,0
36,875,86,0,0,1,0
37,1050,81,0,0,1,0
31,949,88,0,0,1,0
31,875,62,0,0,1,0
20,848,46,0,0,1,0
34,1091,85,0,0,1,0
39,931,87,0,0,1,0
39,928,59,0,0,1,0
28,854,44,0,0,1,0
31,1077,88,0,0,1,0
27,941,87,0,0,1,0
32,816,81,0,0,1,0
21,998,50,0,0,1,0
32,1020,84,0,0,1,0
25,914,80,0,0,1,0
28,1020,48,0,0,1,0
32,812,54,0,0,1,0
39,846,63,0,0,1,0
28,1090,58,0,0,1,0
30,942,53,0,0,1,0
24,854,87,0,0,1,0
29,825,40,0,0,1,0
22,828,38,0,0,1,0
32,976,82,0,0,1,0
33,858,82,0,0,1,0
38,1066,88,0,0,1,0
36,1002,54,0,0,1,0
33,872,88,0,0,1,0
20,841,72,0,0,1,0
37,813,51,0,0,1,0
38,1072,64,0,0,1,0
27,844,61,0,0,1,0
33,1021,73,0,0,1,0
27,899,47,0,0,1,0
37,1078,48,0,0,1,0
27,996,83,0,0,1,0
28,899,71,0,0,1,0
25,840,42,0,0,1,0
27,811,72,0,0,1,0
29,1088,89,0,0,1,0
28,1083,43,0,0,1,0
39,816,76,0,0,1,0
26,934,89,0,0,1,0
27,828,84,0,0,1,0
24,897,43,0,0,1,0
33,848,59,0,0,1,0
39,881,62,0,0,1,0
28,1096,83,0,0,1,0
26,871,42,0,0,1,0
21,942,57,0,0,1,0
25,823,86,0,0,1,0
21,819,84,0,0,1,0
39,1078,62,0,0,1,0
35,838,46,0,0,1,0
36,818,89,0,0,1,0
28,1089,85,0,0,1,0
24,1054,72,0,0,1,0
25,929,84,0,0,1,0
37,804,53,0,0,1,0
26,925,80,0,0,1,0
29,903,47,0,0,1,0
30,1044,84,0,0,1,0
39,890,82,0,0,1,0
34,921,47,0,0,1,0
25,1000,49,0,0,1,0
25,1058,31,0,0,1,0
21,924,53,0,0,1,0
23,935,81,0,0,1,0
29,832,52,0,0,1,0
34,1074,88,0,0,1,0
31,886,70,0,0,1,0
38,991,81,0,0,1,0
20,1019,83,0,0,1,0
23,867,39,0,0,1,0
29,852,86,0,0,1,0
31,1057,42,0,0,1,0
22,874,62,0,0,1,0
26,980,50,0,0,1,0
20,1090,42,0,0,1,0
27,926,77,0,0,1,0
26,806,60,0,0,1,0
39,859,86,0,0,1,0
39,887,86,0,0,1,0
24,1065,84,0,0,1,0
23,958,75,0,0,1,0
35,842,39,0,0,1,0
27,895,80,0,0,1,0
30,845,86,0,0,1,0
30,808,51,0,0,1,0
22,942,89,0,0,1,0
25,918,80,0,0,1,0
20,865,74,0,0,1,0
32,817,70,0,0,1,0
23,1048,81,0,0,1,0
21,1069,48,0,0,1,0
30,814,39,0,0,1,0
32,892,84,0,0,1,0
29,861,81,0,0,1,0
21,927,84,0,0,1,0
23,890,46,0,0,1,0
32,836,41,0,0,1,0
26,826,62,0,0,1,0
22,886,87,0,0,1,0
29,1041,80,0,0,1,0
22,894,89,0,0,1,0
35,839,84,0,0,1,0
34,1071,45,0,0,1,0
24,1071,44,0,0,1,0
25,829,85,0,0,1,0
32,1072,44,0,0,1,0
26,1058,84,0,0,1,0
23,820,62,0,0,1,0
26,924,89,0,0,1,0
29,941,84,0,0,1,0
25,1096,80,0,0,1,0
36,1066,64,0,0,1,0
30,886,31,0,0,1,0
31,1024,89,0,0,1,0
38,1024,50,0,0,1,0
26,893,88,0,0,1,0
27,1099,42,0,0,1,0
21,875,60,0,0,1,0
24,813,35,0,0,1,0
26,950,89,0,0,1,0
28,867,49,0,0,1,0
23,1084,31,0,0,1,0
22,912,80,0,0,1,0
21,1036,87,0,0,1,0
22,1047,30,0,0,1,0
30,825,84,0,0,1,0
38,852,42,0,0,1,0
30,1040,85,0,0,1,0
26,1027,74,0,0,1,0
34,1035,86,0,0,1,0
24,823,65,0,0,1,0
35,880,87,0,0,1,0
34,996,50,0,0,1,0
26,899,87,0,0,1,0
35,806,52,0,0,1,0
37,888,81,0,0,1,0
22,977,50,0,0,1,0
37,1086,70,0,0,1,0
23,875,87,0,0,1,0
39,859,81,0,0,1,0
26,948,70,0,0,1,0
34,944,81,0,0,1,0
24,957,82,0,0,1,0
31,988,80,0,0,1,0
20,1087,83,0,0,1,0
38,816,77,0,0,1,0
37,812,33,0,0,1,0
26,975,87,0,0,1,0
25,857,82,0,0,1,0
34,882,44,0,0,1,0
36,1039,77,0,0,1,0
24,1022,86,0,0,1,0
30,936,86,0,0,1,0
37,813,82,0,0,1,0
30,828,55,0,0,1,0
26,1020,31,0,0,1,0
36,1000,87,0,0,1,0
39,808,85,0,0,1,0
33,927,82,0,0,1,0
36,881,32,0,0,1,0
25,806,31,0,0,1,0
24,820,86,0,0,1,0
22,829,52,0,0,1,0
34,849,83,0,0,1,0
22,829,61,0,0,1,0
28,871,46,0,0,1,0
20,1085,43,0,0,1,0
21,922,57,0,0,1,0
34,884,86,0,0,1,0
24,1079,30,0,0,1,0
26,853,47,0,0,1,0
35,811,83,0,0,1,0
22,808,82,0,0,1,0
21,1090,87,0,0,1,0
34,867,48,0,0,1,0
21,1018,84,0,0,1,0
20,822,89,0,0,1,0
34,1060,83,0,0,1,0
39,809,68,0,0,1,0
21,1043,86,0,0,1,0
39,937,57,0,0,1,0
22,838,66,0,0,1,0
38,898,84,0,0,1,0
27,837,76,0,0,1,0
23,906,84,0,0,1,0
30,1068,85,0,0,1,0
29,863,82,0,0,1,0
27,970,82,0,0,1,0
21,899,58,0,0,1,0
20,908,75,0,0,1,0
21,845,80,0,0,1,0
31,861,84,0,0,1,0
33,1026,61,0,0,1,0
21,991,87,0,0,1,0
26,816,84,0,0,1,0
22,880,86,0,0,1,0
34,1041,54,0,0,1,0
31,912,83,0,0,1,0
25,865,86,0,0,1,0
38,1090,71,0,0,1,0
27,817,88,0,0,1,0
27,841,48,0,0,1,0
32,1044,79,0,0,1,0
38,806,31,0,0,1,0
29,930,84,0,0,1,0
36,1068,86,0,0,1,0
21,1023,58,0,0,1,0
25,832,89,0,0,1,0
21,1049,80,0,0,1,0
29,977,77,0,0,1,0
32,873,80,0,0,1,0
35,854,31,0,0,1,0
39,894,88,0,0,1,0
34,995,87,0,0,1,0
22,966,75,0,0,1,0
27,1023,64,0,0,1,0
25,816,35,0,0,1,0
36,887,87,0,0,1,0
34,896,81,0,0,1,0
27,822,55,0,0,1,0
33,1045,85,0,0,1,0
24,846,40,0,0,1,0
32,803,44,0,0,1,0
28,853,80,0,0,1,0
30,992,83,0,0,1,0
39,896,87,0,0,1,0
26,1043,89,0,0,1,0
31,896,61,0,0,1,0
38,818,86,0,0,1,0
27,1075,84,0,0,1,0
21,874,84,0,0,1,0
20,1012,84,0,0,1,0
39,833,82,0,0,1,0
36,999,77,0,0,1,0
27,998,30,0,0,1,0
31,876,88,0,0,1,0
33,982,59,0,0,1,0
30,850,81,0,0,1,0
24,888,54,0,0,1,0
36,878,89,0,0,1,0
20,981,86,0,0,1,0
37,960,60,0,0,1,0
27,800,49,0,0,1,0
30,830,78,0,0,1,0
37,1033,65,0,0,1,0
22,885,89,0,0,1,0
27,941,69,0,0,1,0
38,1098,59,0,0,1,0
30,851,82,0,0,1,0
26,1000,32,0,0,1,0
32,1082,89,0,0,1,0
39,812,83,0,0,1,0
32,822,89,0,0,1,0
20,904,88,0,0,1,0
30,990,80,0,0,1,0
29,1002,38,0,0,1,0
30,931,81,0,0,1,0
23,956,87,0,0,1,0
38,1023,47,0,0,1,0
21,806,79,0,0,1,0
26,820,39,0,0,1,0
26,1069,46,0,0,1,0
35,879,83,0,0,1,0
37,815,66,0,0,1,0
25,964,81,0,0,1,0
27,870,81,0,0,1,0
35,957,33,0,0,1,0
25,900,78,0,0,1,0
32,805,88,0,0,1,0
24,814,46,0,0,1,0
21,905,85,0,0,1,0
31,1082,49,0,0,1,0
34,803,46,0,0,1,0
38,841,58,0,0,1,0
31,810,53,0,0,1,0
37,1081,70,0,0,1,0
31,937,44,0,0,1,0
20,995,45,0,0,1,0
20,832,56,0,0,1,0
24,957,85,0,0,1,0
27,861,83,0,0,1,0
25,841,85,0,0,1,0
27,805,80,0,0,1,0
29,984,88,0,0,1,0
20,822,50,0,0,1,0
34,938,44,0,0,1,0
22,1080,30,0,0,1,0
35,1095,70,0,0,1,0
20,835,32,0,0,1,0
29,1088,73,0,0,1,0
35,862,50,0,0,1,0
20,849,30,0,0,1,0
33,1027,86,0,0,1,0
30,912,34,0,0,1,0
28,817,83,0,0,1,0
23,1072,83,0,0,1,0
20,890,86,0,0,1,0
30,1049,80,0,0,1,0
20,809,48,0,0,1,0
30,1059,35,0,0,1,0
27,847,48,0,0,1,0
20,1036,53,0,0,1,0
23,1067,80,0,0,1,0
21,824,82,0,0,1,0
27,855,59,0,0,1,0
23,844,80,0,0,1,0
39,1043,78,0,0,1,0
37,831,82,0,0,1,0
34,948,58,0,0,1,0
27,1097,40,0,0,1,0
33,837,39,0,0,1,0
27,803,85,0,0,1,0
28,841,84,0,0,1,0
24,836,45,0,0,1,0
28,973,88,0,0,1,0
30,952,32,0,0,1,0
22,852,80,0,0,1,0
22,1049,69,0,0,1,0
37,1014,82,0,0,1,0
26,807,34,0,0,1,0
36,902,79,0,0,1,0
24,867,74,0,0,1,0
35,1011,44,0,0,1,0
32,998,76,0,0,1,0
23,1038,84,0,0,1,0
21,948,69,0,0,1,0
31,875,39,0,0,1,0
26,851,45,0,0,1,0
26,1072,86,0,0,1,0
25,866,82,0,0,1,0
28,1041,86,0,0,1,0
38,846,73,0,0,1,0
38,1035,67,0,0,1,0
34,863,76,0,0,1,0
27,1041,76,0,0,1,0
28,862,81,0,0,1,0
33,956,82,0,0,1,0
35,855,47,0,0,1,0
31,1033,84,0,0,1,0
38,904,84,0,0,1,0
21,804,61,0,0,1,0
21,1082,56,0,0,1,0
23,888,34,0,0,1,0
24,930,62,0,0,1,0
28,874,70,0,0,1,0
28,995,81,0,0,1,0
31,912,89,0,0,1,0
34,1091,56,0,0,1,0
35,960,53,0,0,1,0
25,1000,82,0,0,1,0
38,1002,49,0,0,1,0
20,1071,67,0,0,1,0
30,931,33,0,0,1,0
26,889,66,0,0,1,0
36,838,61,0,0,1,0
34,922,88,0,0,1,0
39,1093,55,0,0,1,0
25,841,78,0,0,1,0
25,842,74,0,0,1,0
39,987,75,0,0,1,0
30,856,88,0,0,1,0
30,1069,73,0,0,1,0
36,820,32,0,0,1,0
34,845,82,0,0,1,0
33,869,37,0,0,1,0
35,1080,49,0,0,1,0
25,864,75,0,0,1,0
23,959,75,0,0,1,0
31,947,32,0,0,1,0
20,996,36,0,0,1,0
23,986,82,0,0,1,0
29,1070,40,0,0,1,0
38,922,48,0,0,1,0
29,853,80,0,0,1,0
22,1039,86,0,0,1,0
37,944,44,0,0,1,0
36,894,69,0,0,1,0
34,861,87,0,0,1,0
38,1089,52,0,0,1,0
22,1004,80,0,0,1,0
36,895,48,0,0,1,0
24,886,88,0,0,1,0
33,856,60,0,0,1,0
35,815,47,0,0,1,0
22,1093,85,0,0,1,0
30,846,83,0,0,1,0
34,989,79,0,0,1,0
33,954,69,0,0,1,0
30,1006,88,0,0,1,0
30,822,83,0,0,1,0
33,806,89,0,0,1,0
27,851,58,0,0,1,0
28,1054,85,0,0,1,0
37,926,82,0,0,1,0
26,823,83,0,0,1,0
28,820,86,0,0,1,0
37,850,58,0,0,1,0
37,929,62,0,0,1,0
38,855,65,0,0,1,0
27,922,85,0,0,1,0
29,802,59,0,0,1,0
27,948,81,0,0,1,0
23,912,86,0,0,1,0
38,810,87,0,0,1,0
31,844,89,0,0,1,0
21,1002,89,0,0,1,0
38,964,64,0,0,1,0
33,1039,74,0,0,1,0
31,1044,46,0,0,1,0
20,861,43,0,0,1,0
32,814,70,0,0,1,0
36,961,80,0,0,1,0
22,806,80,0,0,1,0
20,868,31,0,0,1,0
29,890,33,0,0,1,0
27,853,70,0,0,1,0
29,862,84,0,0,1,0
38,964,82,0,0,1,0
28,889,86,0,0,1,0
26,1028,85,0,0,1,0
33,861,38,0,0,1,0
30,931,42,0,0,1,0
34,1050,88,0,0,1,0
38,826,82,0,0,1,0
22,834,76,0,0,1,0
36,841,58,0,0,1,0
21,847,81,0,0,1,0
